game,steps,actor_cost,critic_cost,final_reward,action
241,8,74.31503295898438,54998580.571428575,-15.159528145423302,0.35201750138717763
242,3,-268.2745246887207,24569423.640625,1.3084517258864192,1.4668312072753906
243,3,22.234830856323242,4951628.34375,-108.0,5.822244008382161
244,2,379.0499572753906,16737179.0,-8.0,0.0
245,3,63.85218048095703,18563151.0,0.9829348050631008,1.4191087708307997
246,2,-15.456437110900879,5401819.5,-8.0,0.0
247,3,-808.3369369506836,13391907.5,-6.56428601191594,0.0
248,2,4.199788570404053,5054.638671875,-8.0,0.0
249,3,-140.14873886108398,1501368.71875,-0.5722028292142429,2.7271856567897523
250,3,-4.762426495552063,220228.8383216858,-108.0,6.654132843017578
251,2,3.234355926513672,351731.6875,-8.0,0.0
252,3,99.39498138427734,340151.9225769043,-2.5880884023813104,0.6225808461507162
253,2,36.06393814086914,84436.6953125,-8.0,0.0
254,2,36.58174514770508,24440.53125,-8.0,0.0
255,2,106.15213775634766,354459.5625,-8.0,0.0
256,3,44.04762077331543,203485.12060546875,-108.0,4.2818452326323575
257,2,-8.560365676879883,27796.841796875,-8.0,0.0
258,2,-132.83349609375,523084.75,-8.0,0.0
259,2,-2.639864206314087,105.93533325195312,-8.0,0.0
260,3,-0.9325747489929199,12542.93635559082,-1.1957620474008417,2.742415110270182
261,2,-7.833029747009277,1358.5567626953125,-8.0,0.0
262,3,-118.4645209312439,1477170.7448730469,-5.099294075599084,0.07848628362019856
263,2,-23.091733932495117,682100.6875,-8.0,0.0
264,2,-43.01313400268555,133019.875,-8.0,0.0
265,7,140.89725242058435,1440909.8197021484,-20.396551278921272,0.13495076683012325
266,3,-100.19704294204712,7758696.5,-0.026090768667367925,1.1776803334554036
267,2,371.3502502441406,16720959.0,-8.0,0.0
268,2,24.157989501953125,7475.6181640625,-8.0,0.0
269,3,16.218347549438477,91138.828125,2.5553280757023735,1.744028190516496
270,4,-163.90772755940756,6542339.4671223955,-112.0,4.869317054748535
271,2,23.57588768005371,609892.875,-8.0,0.0
272,3,-273.8916893005371,4418265.8125,-2.3978435809795675,3.071616400949228
273,2,-12.092214584350586,1537.88427734375,-8.0,0.0
274,2,-7.030777454376221,197665.609375,-8.0,0.0
275,3,32.67774963378906,547796.890625,-3.510749963613657,0.422670841217041
276,3,4.5667884349823,115275.37742614746,-1.140011714054987,0.9363307952880859
277,2,0.10969902575016022,17.64731216430664,-8.0,0.0
278,3,-5.115964412689209,210.0196075439453,-1.9412419245793266,0.7627309163411459
279,2,-6.784966945648193,786.7738037109375,-8.0,0.0
280,2,-81.26753234863281,742174.0,-8.0,0.0
281,3,-25.30267944931984,87872.4375,0.7519431480994605,1.3462543487548828
282,3,49.20896053314209,95362.15625,2.786815643310547,1.936963484409075
283,2,41.787574768066406,326899.53125,-8.0,0.0
284,2,115.85964965820312,165002.640625,-8.0,0.0
285,3,-2.714266300201416,81482.68896484375,-108.0,6.666666666666667
286,3,-70.11797332763672,482829.953125,-108.0,6.666666666666667
287,3,17.097670793533325,415138.34868621826,-0.6677756676307096,2.628018061319987
288,5,-26.403838515281677,278093.25857543945,-116.0,3.065825271606445
289,3,-17.448602437973022,318145.3362121582,1.0584217951847954,2.4802113995594683
290,3,3.5645260214805603,59624.698974609375,-0.4200022770808296,2.593880799059792
291,2,25.669689178466797,716072.25,-8.0,0.0
292,2,91.37232208251953,772365.4375,-8.0,0.0
293,2,-33.16951370239258,185790.765625,-8.0,0.0
